model_name,batch_size,input_tokens,max_new_tokens,dtype,use_cache,memory_limit_MB,actual_peak_reserved_MB,predicted_peak_reserved_MB,actual_fits,predicted_fits,correct_prediction,dangerous_failure,conservative_failure,outcome
sshleifer/tiny-gpt2,1,64,32,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,16,32,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,16,32,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,16,32,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,32,32,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,32,32,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,32,32,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,32,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,32,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,128,32,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,128,32,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,128,32,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,256,32,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,256,32,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,256,32,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,512,32,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,512,32,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,512,32,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,8,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,8,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,8,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,16,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,16,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,16,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,32,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,32,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,32,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,64,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,64,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,64,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,256,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,256,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,256,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,True,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,True,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,True,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,False,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,False,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,4096,26.0,12.0,True,True,True,False,False,correct
